Datetime,PJME_MW
2002-01-13 02:00:00,18580.3
2002-01-13 03:00:00,18720.9
2002-01-13 04:00:00,19532.5
2002-01-13 05:00:00,22036.4
2002-01-13 06:00:00,23362.6
2002-01-13 07:00:00,24480.5
2002-01-13 08:00:00,27796.7
2002-01-13 09:00:00,29285.5
2002-01-13 10:00:00,31411.6
2002-01-13 11:00:00,32600.8
2002-01-13 12:00:00,32268.0
2002-01-13 13:00:00,32738.8
2002-01-13 14:00:00,33432.1
2002-01-13 15:00:00,32381.2
2002-01-13 16:00:00,30414.5
2002-01-13 17:00:00,28655.5
2002-01-13 18:00:00,27453.4
2002-01-13 19:00:00,23736.9
2002-01-13 20:00:00,22514.9
2002-01-13 21:00:00,20043.6
2002-01-13 22:00:00,18572.9
2002-01-13 23:00:00,18700.5
2002-01-14 00:00:00,22737.6
2002-01-14 01:00:00,22062.1
2002-01-14 02:00:00,22291.5
2002-01-14 03:00:00,21632.4
2002-01-14 04:00:00,23049.9
2002-01-14 05:00:00,23608.9
2002-01-14 06:00:00,25836.7
2002-01-14 07:00:00,27431.0
2002-01-14 08:00:00,29654.9
2002-01-14 09:00:00,32016.1
2002-01-14 10:00:00,32607.0
2002-01-14 11:00:00,36271.3
2002-01-14 12:00:00,34626.7
2002-01-14 13:00:00,34715.9
2002-01-14 14:00:00,36261.1
2002-01-14 15:00:00,35026.5
2002-01-14 16:00:00,33430.9
2002-01-14 17:00:00,31564.7
2002-01-14 18:00:00,28921.8
2002-01-14 19:00:00,25992.7
2002-01-14 20:00:00,24638.2
2002-01-14 21:00:00,22164.0
2002-01-14 22:00:00,22027.5
2002-01-14 23:00:00,20204.2
2002-01-15 00:00:00,21417.2
2002-01-15 01:00:00,21154.5
2002-01-15 02:00:00,21577.8
2002-01-15 03:00:00,21165.0
2002-01-15 04:00:00,21846.9
2002-01-15 05:00:00,24052.4
2002-01-15 06:00:00,25773.6
2002-01-15 07:00:00,27129.9
2002-01-15 08:00:00,29200.9
2002-01-15 09:00:00,31725.9
2002-01-15 10:00:00,32103.5
2002-01-15 11:00:00,33471.8
2002-01-15 12:00:00,34857.1
2002-01-15 13:00:00,35516.8
2002-01-15 14:00:00,35583.7
2002-01-15 15:00:00,35573.8
2002-01-15 16:00:00,33618.0
2002-01-15 17:00:00,30934.4
2002-01-15 18:00:00,28916.7
2002-01-15 19:00:00,25908.8
2002-01-15 20:00:00,24563.0
2002-01-15 21:00:00,22475.1
2002-01-15 22:00:00,21505.9
2002-01-15 23:00:00,19660.4
2002-01-16 00:00:00,22493.4
2002-01-16 01:00:00,22638.2
2002-01-16 02:00:00,21160.8
2002-01-16 03:00:00,21937.7
2002-01-16 04:00:00,23057.1
2002-01-16 05:00:00,23536.8
2002-01-16 06:00:00,25757.3
2002-01-16 07:00:00,27545.9
2002-01-16 08:00:00,29656.2
2002-01-16 09:00:00,30922.2
2002-01-16 10:00:00,33281.9
2002-01-16 11:00:00,34996.5
2002-01-16 12:00:00,36593.1
2002-01-16 13:00:00,36455.3
2002-01-16 14:00:00,37057.8
2002-01-16 15:00:00,33780.0
2002-01-16 16:00:00,33630.1
2002-01-16 17:00:00,31209.3
2002-01-16 18:00:00,30684.1
2002-01-16 19:00:00,26064.5
2002-01-16 20:00:00,23906.4
2002-01-16 21:00:00,22226.8
2002-01-16 22:00:00,19549.0
2002-01-16 23:00:00,19901.9
2002-01-17 00:00:00,21470.9
2002-01-17 01:00:00,21532.6
2002-01-17 02:00:00,21521.5
2002-01-17 03:00:00,23117.6
2002-01-17 04:00:00,23265.7
2002-01-17 05:00:00,23396.6
2002-01-17 06:00:00,24859.6
2002-01-17 07:00:00,27929.7
2002-01-17 08:00:00,28522.2
2002-01-17 09:00:00,33006.1
2002-01-17 10:00:00,34206.1
2002-01-17 11:00:00,34223.1
2002-01-17 12:00:00,34062.0
2002-01-17 13:00:00,36771.4
2002-01-17 14:00:00,35244.0
2002-01-17 15:00:00,35384.4
2002-01-17 16:00:00,31657.0
2002-01-17 17:00:00,30583.5
2002-01-17 18:00:00,28936.8
2002-01-17 19:00:00,26749.0
2002-01-17 20:00:00,24218.5
2002-01-17 21:00:00,23205.0
2002-01-17 22:00:00,20394.3
2002-01-17 23:00:00,20208.9
2002-01-18 00:00:00,22174.8
2002-01-18 01:00:00,21824.2
2002-01-18 02:00:00,21817.8
2002-01-18 03:00:00,20717.2
2002-01-18 04:00:00,21278.4
2002-01-18 05:00:00,24880.6
2002-01-18 06:00:00,25844.5
2002-01-18 07:00:00,26937.7
2002-01-18 08:00:00,30819.6
2002-01-18 09:00:00,31633.8
2002-01-18 10:00:00,34206.4
2002-01-18 11:00:00,34652.8
2002-01-18 12:00:00,37081.4
2002-01-18 13:00:00,37092.9
2002-01-18 14:00:00,35136.8
2002-01-18 15:00:00,35171.8
2002-01-18 16:00:00,33449.2
2002-01-18 17:00:00,32158.2
2002-01-18 18:00:00,28161.0
2002-01-18 19:00:00,27260.6
2002-01-18 20:00:00,25425.6
2002-01-18 21:00:00,21300.0
2002-01-18 22:00:00,20302.1
2002-01-18 23:00:00,18691.7
2002-01-19 00:00:00,19363.4
2002-01-19 01:00:00,19487.0
2002-01-19 02:00:00,19950.7
2002-01-19 03:00:00,19176.6
2002-01-19 04:00:00,21308.9
2002-01-19 05:00:00,20254.7
2002-01-19 06:00:00,21716.3
2002-01-19 07:00:00,24992.3
2002-01-19 08:00:00,27386.3
2002-01-19 09:00:00,29015.4
2002-01-19 10:00:00,29109.3
2002-01-19 11:00:00,32027.8
2002-01-19 12:00:00,31889.6
2002-01-19 13:00:00,33724.7
2002-01-19 14:00:00,33129.5
2002-01-19 15:00:00,31142.9
2002-01-19 16:00:00,30022.1
2002-01-19 17:00:00,27716.3
2002-01-19 18:00:00,26383.1
2002-01-19 19:00:00,24976.2
2002-01-19 20:00:00,21290.6
2002-01-19 21:00:00,20610.6
2002-01-19 22:00:00,18324.9
2002-01-19 23:00:00,17189.2
2002-01-20 00:00:00,19493.6
2002-01-20 01:00:00,18085.1
2002-01-20 02:00:00,18306.2
2002-01-20 03:00:00,18159.3
2002-01-20 04:00:00,21578.1
2002-01-20 05:00:00,21387.3
2002-01-20 06:00:00,22519.5
2002-01-20 07:00:00,25208.3
2002-01-20 08:00:00,26989.5
2002-01-20 09:00:00,28865.2
2002-01-20 10:00:00,31254.9
2002-01-20 11:00:00,32705.4
2002-01-20 12:00:00,32509.1
2002-01-20 13:00:00,32728.6
2002-01-20 14:00:00,32616.6
2002-01-20 15:00:00,30053.6
2002-01-20 16:00:00,29221.4
2002-01-20 17:00:00,29657.5
2002-01-20 18:00:00,27749.5
2002-01-20 19:00:00,24013.2
2002-01-20 20:00:00,22540.7
2002-01-20 21:00:00,20456.7
2002-01-20 22:00:00,21212.5
2002-01-20 23:00:00,18719.5
2002-01-21 00:00:00,21977.2
2002-01-21 01:00:00,20649.2
2002-01-21 02:00:00,19964.3
2002-01-21 03:00:00,21780.7
2002-01-21 04:00:00,21901.6
2002-01-21 05:00:00,22721.6
2002-01-21 06:00:00,25062.4
2002-01-21 07:00:00,26672.2
2002-01-21 08:00:00,30929.4
2002-01-21 09:00:00,32247.6
2002-01-21 10:00:00,33257.5
2002-01-21 11:00:00,35783.7
2002-01-21 12:00:00,35495.7
2002-01-21 13:00:00,35000.6
2002-01-21 14:00:00,36555.4
2002-01-21 15:00:00,34826.6
2002-01-21 16:00:00,32104.1
2002-01-21 17:00:00,30912.0
2002-01-21 18:00:00,28233.4
2002-01-21 19:00:00,25606.5
2002-01-21 20:00:00,25320.8
2002-01-21 21:00:00,24235.5
2002-01-21 22:00:00,20130.9
2002-01-21 23:00:00,20774.5
2002-01-22 00:00:00,21559.4
2002-01-22 01:00:00,21024.3
2002-01-22 02:00:00,20775.9
2002-01-22 03:00:00,20927.1
2002-01-22 04:00:00,22545.8
2002-01-22 05:00:00,23195.0
2002-01-22 06:00:00,25796.3
2002-01-22 07:00:00,27497.6
2002-01-22 08:00:00,29388.8
2002-01-22 09:00:00,30816.5
2002-01-22 10:00:00,32802.8
2002-01-22 11:00:00,35204.4
2002-01-22 12:00:00,35834.9
2002-01-22 13:00:00,34907.9
2002-01-22 14:00:00,35416.7
2002-01-22 15:00:00,34997.0
2002-01-22 16:00:00,31598.7
2002-01-22 17:00:00,31499.3
2002-01-22 18:00:00,28404.1
2002-01-22 19:00:00,27169.6
2002-01-22 20:00:00,23969.5
2002-01-22 21:00:00,21264.4
2002-01-22 22:00:00,19948.0
2002-01-22 23:00:00,20362.9
2002-01-23 00:00:00,22288.0
2002-01-23 01:00:00,20690.8
2002-01-23 02:00:00,21761.0
2002-01-23 03:00:00,20289.4
2002-01-23 04:00:00,22454.5
2002-01-23 05:00:00,22891.3
2002-01-23 06:00:00,25058.8
2002-01-23 07:00:00,27576.0
2002-01-23 08:00:00,28892.0
2002-01-23 09:00:00,31235.3
2002-01-23 10:00:00,34069.6
2002-01-23 11:00:00,34138.9
2002-01-23 12:00:00,36103.0
2002-01-23 13:00:00,34786.5
2002-01-23 14:00:00,35761.4
2002-01-23 15:00:00,35549.4
2002-01-23 16:00:00,30957.2
2002-01-23 17:00:00,30427.4
2002-01-23 18:00:00,29396.2
2002-01-23 19:00:00,26551.0
2002-01-23 20:00:00,24877.4
2002-01-23 21:00:00,22225.5
2002-01-23 22:00:00,21319.7
2002-01-23 23:00:00,20200.2
2002-01-24 00:00:00,23014.8
2002-01-24 01:00:00,21618.2
2002-01-24 02:00:00,21520.5
2002-01-24 03:00:00,21289.4
2002-01-24 04:00:00,22117.6
2002-01-24 05:00:00,23514.4
2002-01-24 06:00:00,25896.2
2002-01-24 07:00:00,27201.6
2002-01-24 08:00:00,29812.5
2002-01-24 09:00:00,33203.6
2002-01-24 10:00:00,33961.8
2002-01-24 11:00:00,34339.9
2002-01-24 12:00:00,36395.8
2002-01-24 13:00:00,35364.1
2002-01-24 14:00:00,33707.4
2002-01-24 15:00:00,33590.0
2002-01-24 16:00:00,31438.2
2002-01-24 17:00:00,30784.1
2002-01-24 18:00:00,28949.6
2002-01-24 19:00:00,28054.9
2002-01-24 20:00:00,24842.4
2002-01-24 21:00:00,22533.7
2002-01-24 22:00:00,21914.2
2002-01-24 23:00:00,18556.2
2002-01-25 00:00:00,22269.4
2002-01-25 01:00:00,22031.6
2002-01-25 02:00:00,20067.9
2002-01-25 03:00:00,22534.3
2002-01-25 04:00:00,22778.8
2002-01-25 05:00:00,23528.5
2002-01-25 06:00:00,26087.2
2002-01-25 07:00:00,29355.3
2002-01-25 08:00:00,29726.5
2002-01-25 09:00:00,31742.2
2002-01-25 10:00:00,32897.8
2002-01-25 11:00:00,33921.2
2002-01-25 12:00:00,36099.4
2002-01-25 13:00:00,35006.0
2002-01-25 14:00:00,35395.5
2002-01-25 15:00:00,34014.7
2002-01-25 16:00:00,33318.4
2002-01-25 17:00:00,31332.5
2002-01-25 18:00:00,29765.3
2002-01-25 19:00:00,26306.1
2002-01-25 20:00:00,24365.2
2002-01-25 21:00:00,21926.3
2002-01-25 22:00:00,20895.6
2002-01-25 23:00:00,20627.3
2002-01-26 00:00:00,20186.8
2002-01-26 01:00:00,18177.6
2002-01-26 02:00:00,19446.8
2002-01-26 03:00:00,20204.1
2002-01-26 04:00:00,20339.1
2002-01-26 05:00:00,22862.5
2002-01-26 06:00:00,22462.3
2002-01-26 07:00:00,24043.4
2002-01-26 08:00:00,25658.3
2002-01-26 09:00:00,30240.7
2002-01-26 10:00:00,31289.1
2002-01-26 11:00:00,32056.9
2002-01-26 12:00:00,33159.4
2002-01-26 13:00:00,32290.8
2002-01-26 14:00:00,34795.2
2002-01-26 15:00:00,32000.5
2002-01-26 16:00:00,30523.0
2002-01-26 17:00:00,29146.6
2002-01-26 18:00:00,26820.4
2002-01-26 19:00:00,24393.5
2002-01-26 20:00:00,21449.1
2002-01-26 21:00:00,20586.8
2002-01-26 22:00:00,20257.0
2002-01-26 23:00:00,18902.1
2002-01-27 00:00:00,20856.1
2002-01-27 01:00:00,18506.6
2002-01-27 02:00:00,17959.7
2002-01-27 03:00:00,19019.3
2002-01-27 04:00:00,20053.2
2002-01-27 05:00:00,22236.7
2002-01-27 06:00:00,21727.6
2002-01-27 07:00:00,26263.1
2002-01-27 08:00:00,26955.2
2002-01-27 09:00:00,28702.7
2002-01-27 10:00:00,29956.2
2002-01-27 11:00:00,30777.8
2002-01-27 12:00:00,33594.3
2002-01-27 13:00:00,33250.2
2002-01-27 14:00:00,31806.9
2002-01-27 15:00:00,30861.4
2002-01-27 16:00:00,30167.2
2002-01-27 17:00:00,29901.5
2002-01-27 18:00:00,26228.2
2002-01-27 19:00:00,23012.2
2002-01-27 20:00:00,21885.2
2002-01-27 21:00:00,19991.8
2002-01-27 22:00:00,16594.2
2002-01-27 23:00:00,17782.7
2002-01-28 00:00:00,21897.1
2002-01-28 01:00:00,21972.9
2002-01-28 02:00:00,22730.9
2002-01-28 03:00:00,22521.5
2002-01-28 04:00:00,22293.9
2002-01-28 05:00:00,22976.5
2002-01-28 06:00:00,27640.6
2002-01-28 07:00:00,27587.1
2002-01-28 08:00:00,29593.1
2002-01-28 09:00:00,31525.3
2002-01-28 10:00:00,33424.7
2002-01-28 11:00:00,34486.6
2002-01-28 12:00:00,34977.2
2002-01-28 13:00:00,35254.4
2002-01-28 14:00:00,35313.0
2002-01-28 15:00:00,33963.1
2002-01-28 16:00:00,32365.9
2002-01-28 17:00:00,31151.7
2002-01-28 18:00:00,28732.2
2002-01-28 19:00:00,27918.3
2002-01-28 20:00:00,22461.4
2002-01-28 21:00:00,23583.5
2002-01-28 22:00:00,22248.9
2002-01-28 23:00:00,18667.7
2002-01-29 00:00:00,21808.0
2002-01-29 01:00:00,21119.1
2002-01-29 02:00:00,20126.1
2002-01-29 03:00:00,20998.3
2002-01-29 04:00:00,21620.8
2002-01-29 05:00:00,25263.9
2002-01-29 06:00:00,26330.8
2002-01-29 07:00:00,28557.3
2002-01-29 08:00:00,30159.6
2002-01-29 09:00:00,30641.7
2002-01-29 10:00:00,32846.9
2002-01-29 11:00:00,34993.9
2002-01-29 12:00:00,34458.8
2002-01-29 13:00:00,36262.6
2002-01-29 14:00:00,35147.3
2002-01-29 15:00:00,34098.3
2002-01-29 16:00:00,33505.3
2002-01-29 17:00:00,31422.3
2002-01-29 18:00:00,28647.8
2002-01-29 19:00:00,27642.9
2002-01-29 20:00:00,23717.6
2002-01-29 21:00:00,23203.4
2002-01-29 22:00:00,21726.8
2002-01-29 23:00:00,20079.1
2002-01-30 00:00:00,22343.4
2002-01-30 01:00:00,20415.7
2002-01-30 02:00:00,21991.6
2002-01-30 03:00:00,21473.0
2002-01-30 04:00:00,22091.5
2002-01-30 05:00:00,24701.6
2002-01-30 06:00:00,25019.1
2002-01-30 07:00:00,26413.6
2002-01-30 08:00:00,28337.3
2002-01-30 09:00:00,32030.0
2002-01-30 10:00:00,32242.5
2002-01-30 11:00:00,36006.5
2002-01-30 12:00:00,33771.2
2002-01-30 13:00:00,37049.7
2002-01-30 14:00:00,35508.7
2002-01-30 15:00:00,34321.1
2002-01-30 16:00:00,32500.9
2002-01-30 17:00:00,31386.6
2002-01-30 18:00:00,28906.8
2002-01-30 19:00:00,27598.4
2002-01-30 20:00:00,24674.2
2002-01-30 21:00:00,22831.2
2002-01-30 22:00:00,20961.8
2002-01-30 23:00:00,20281.5
2002-01-31 00:00:00,22329.1
2002-01-31 01:00:00,20048.8
2002-01-31 02:00:00,20174.2
2002-01-31 03:00:00,22215.9
2002-01-31 04:00:00,22646.7
2002-01-31 05:00:00,23715.5
2002-01-31 06:00:00,25597.7
2002-01-31 07:00:00,27818.8
2002-01-31 08:00:00,29151.2
2002-01-31 09:00:00,30922.9
2002-01-31 10:00:00,33423.9
2002-01-31 11:00:00,33820.3
2002-01-31 12:00:00,35763.7
2002-01-31 13:00:00,34330.8
2002-01-31 14:00:00,36163.5
2002-01-31 15:00:00,34776.9
2002-01-31 16:00:00,33142.0
2002-01-31 17:00:00,31853.7
2002-01-31 18:00:00,30269.6
2002-01-31 19:00:00,27527.6
2002-01-31 20:00:00,23110.4
2002-01-31 21:00:00,21687.6
2002-01-31 22:00:00,20753.2
2002-01-31 23:00:00,20348.3
2002-02-01 00:00:00,24765.3
2002-02-01 01:00:00,23104.6
2002-02-01 02:00:00,23670.4
2002-02-01 03:00:00,23285.2
2002-02-01 04:00:00,24289.0
2002-02-01 05:00:00,25005.7
2002-02-01 06:00:00,27112.6
2002-02-01 07:00:00,28727.7
2002-02-01 08:00:00,31070.5
2002-02-01 09:00:00,34656.8
2002-02-01 10:00:00,34776.0
2002-02-01 11:00:00,38977.2
2002-02-01 12:00:00,38100.1
2002-02-01 13:00:00,38109.0
2002-02-01 14:00:00,36921.8
2002-02-01 15:00:00,37227.3
2002-02-01 16:00:00,34744.9
2002-02-01 17:00:00,33433.5
2002-02-01 18:00:00,33253.5
2002-02-01 19:00:00,28907.5
2002-02-01 20:00:00,27770.8
2002-02-01 21:00:00,24417.0
2002-02-01 22:00:00,23493.3
2002-02-01 23:00:00,24012.3
2002-02-02 00:00:00,21349.9
2002-02-02 01:00:00,22635.5
2002-02-02 02:00:00,21587.6
2002-02-02 03:00:00,20939.9
2002-02-02 04:00:00,22784.5
2002-02-02 05:00:00,24409.4
2002-02-02 06:00:00,25849.0
2002-02-02 07:00:00,26053.2
